disasterNumber,stateCode,incidentType,declarationType,totalNumberIaApproved,totalAmountIhpApproved,totalAmountHaApproved,totalAmountOnaApproved,totalObligatedAmountPa,totalObligatedAmountCatAb,totalObligatedAmountCatC2g,totalObligatedAmountHmgp
5237,TX,Fire,Fire Management,NA,NA,NA,NA,5939756.7,7672.04,NA,0
5236,AZ,Fire,Fire Management,NA,NA,NA,NA,2133667.29,71167.29,NA,0
4362,AL,Severe Storm,Major Disaster,NA,NA,NA,NA,37994827.7,8617303.56,22473869.55,5461105.74
4361,KY,Flood,Major Disaster,NA,NA,NA,NA,20816975.11,2588738.9,16738043.06,4802840.95
5235,TX,Fire,Fire Management,NA,NA,NA,NA,617443.25,21649.79,NA,0
4360,OH,Flood,Major Disaster,NA,NA,NA,NA,63327996.56,2509492.93,58444895.55,13828767.84
4359,WV,Mud/Landslide,Major Disaster,NA,NA,NA,NA,33298431.98,1189389.22,29944673.44,2813086.31
5234,TX,Fire,Fire Management,NA,NA,NA,NA,44977.8,NA,NA,0
5233,TX,Fire,Fire Management,NA,NA,NA,NA,155164.75,11129,NA,2550133.25
5232,OK,Fire,Fire Management,NA,NA,NA,NA,4390258.61,369118.5,NA,0
5231,OK,Fire,Fire Management,NA,NA,NA,NA,1651544.62,71485.95,NA,0
4358,KY,Flood,Major Disaster,NA,NA,NA,NA,27557362.68,586335.61,23791208.04,5806341.24
5230,OK,Fire,Fire Management,NA,NA,NA,NA,3811.3,466.16,NA,0
4357,AS,Hurricane,Major Disaster,NA,NA,NA,NA,10328135.4,2356522.27,6830676.86,4070334.78
3397,AS,Hurricane,Emergency,NA,NA,NA,NA,NA,NA,NA,NA
4356,VT,Severe Storm,Major Disaster,NA,NA,NA,NA,5126898.02,1035633.62,3671058.7,76252.74
4355,NH,Severe Storm,Major Disaster,NA,NA,NA,NA,9923773.8,1352899.18,7498218.97,447348.92
4354,ME,Severe Storm,Major Disaster,NA,NA,NA,NA,8707921.38,4554845.37,3340511.54,8512.9
4353,CA,Fire,Major Disaster,NA,NA,NA,NA,342139987,315413945,16354671.91,32802701.59
4352,NM,Flood,Major Disaster,NA,NA,NA,NA,14430450.53,29670.68,13929186.82,0
4351,AK,Severe Storm,Major Disaster,NA,NA,NA,NA,12290511.68,729259.64,11096964.86,775712.75
5229,SD,Fire,Fire Management,NA,NA,NA,NA,635186.07,NA,NA,891580.19
3396,CA,Fire,Emergency,NA,NA,NA,NA,NA,NA,NA,NA
5228,CA,Fire,Fire Management,NA,NA,NA,NA,9190531.97,655635.21,NA,0
5227,CA,Fire,Fire Management,NA,NA,NA,NA,2721442.21,535266.56,NA,0
5226,CA,Fire,Fire Management,NA,NA,NA,NA,5105471.55,151759.21,NA,0
5225,CA,Fire,Fire Management,NA,NA,NA,NA,11469545.02,1344262.36,NA,0
5224,CA,Fire,Fire Management,NA,NA,NA,NA,NA,NA,NA,0
4350,MS,Hurricane,Major Disaster,NA,NA,NA,NA,10610643.76,4524483.17,5069533.45,345426.52
4349,AL,Hurricane,Major Disaster,NA,NA,NA,NA,15743741.36,3067775.06,12195870.61,1992228.02
4348,NY,Flood,Major Disaster,NA,NA,NA,NA,26106419.72,5521884.19,19376575.56,2855083.31
4347,KS,Severe Storm,Major Disaster,NA,NA,NA,NA,5896269.83,1466034.66,3832148.5,659657.01
4346,SC,Hurricane,Major Disaster,NA,NA,NA,NA,33092295.12,17587864.62,12843369.67,3600906.57
4345,LA,Hurricane,Major Disaster,NA,NA,NA,NA,7551565.54,5115076.81,1651131.67,740894.63
4344,CA,Fire,Major Disaster,NA,NA,NA,NA,490709367.3,435165820,48518182.25,159467658.5
5223,CA,Fire,Fire Management,NA,NA,NA,NA,31437.89,12147.86,NA,0
5222,CA,Fire,Fire Management,NA,NA,NA,NA,NA,NA,NA,0
5221,CA,Fire,Fire Management,NA,NA,NA,NA,NA,NA,NA,0
5220,CA,Fire,Fire Management,NA,NA,NA,NA,NA,NA,NA,0
5219,CA,Fire,Fire Management,NA,NA,NA,NA,NA,NA,NA,0
5218,CA,Fire,Fire Management,NA,NA,NA,NA,NA,NA,NA,0
5217,CA,Fire,Fire Management,NA,NA,NA,NA,NA,NA,NA,0
5216,CA,Fire,Fire Management,NA,NA,NA,NA,NA,NA,NA,0
5215,CA,Fire,Fire Management,NA,NA,NA,NA,NA,NA,NA,0
5214,CA,Fire,Fire Management,NA,NA,NA,NA,NA,NA,NA,0
3395,FL,Hurricane,Emergency,NA,NA,NA,NA,446808.86,408677.66,NA,NA
3394,AL,Hurricane,Emergency,NA,NA,NA,NA,NA,NA,NA,NA
3393,MS,Hurricane,Emergency,NA,NA,NA,NA,NA,NA,NA,NA
4343,WI,Severe Storm,Major Disaster,NA,NA,NA,NA,8859986.91,921024.39,7095676.73,1935371.93
4342,ID,Flood,Major Disaster,NA,NA,NA,NA,4187615.44,737336.11,3243496.78,432383.22
3392,LA,Hurricane,Emergency,NA,NA,NA,NA,4364366.76,4021752.95,0,NA
4341,FL,Hurricane,Major Disaster,NA,NA,NA,NA,10613.94,0,10613.94,130500
5213,CA,Fire,Fire Management,NA,NA,NA,NA,8128493.97,365949.11,NA,0
4339,PR,Hurricane,Major Disaster,NA,NA,NA,NA,32009420579,5388069191,24307787080,385732908.6
3391,PR,Hurricane,Emergency,NA,NA,NA,NA,NA,NA,NA,NA
3390,VI,Hurricane,Emergency,NA,NA,NA,NA,NA,NA,NA,NA
4338,GA,Hurricane,Major Disaster,NA,NA,NA,NA,118069002.5,58820164.94,46399938.13,15793514.16
5212,MT,Fire,Fire Management,NA,NA,NA,NA,69612.43,NA,NA,0
3389,AL,Hurricane,Emergency,NA,NA,NA,NA,585571.92,538731.49,NA,NA
5211,MT,Fire,Fire Management,NA,NA,NA,NA,1335350.27,9266.23,NA,0
5210,MT,Fire,Fire Management,NA,NA,NA,NA,156543.99,NA,NA,0
4337,FL,Hurricane,Major Disaster,NA,NA,NA,NA,2468678551,1753165179,611352758.1,354173362.1
4336,PR,Hurricane,Major Disaster,NA,NA,NA,NA,9666393.14,9012304.04,0,4175664.16
5209,MT,Fire,Fire Management,NA,NA,NA,NA,12068.12,11611.16,NA,0
5208,MT,Fire,Fire Management,NA,NA,NA,NA,183216.09,NA,NA,0
5207,MT,Fire,Fire Management,NA,NA,NA,NA,37600.59,37035.31,NA,0
3388,FL,Hurricane,Emergency,NA,NA,NA,NA,NA,NA,NA,NA
3387,GA,Hurricane,Emergency,NA,NA,NA,NA,NA,NA,NA,NA
3386,SC,Hurricane,Emergency,NA,NA,NA,NA,NA,NA,NA,NA
3385,FL,Hurricane,Emergency,NA,NA,NA,NA,NA,NA,NA,NA
3384,PR,Hurricane,Emergency,NA,NA,NA,NA,24697894.5,22805019.46,NA,NA
3383,VI,Hurricane,Emergency,NA,NA,NA,NA,NA,NA,NA,NA
5205,CA,Fire,Fire Management,NA,NA,NA,NA,6610686.89,207485.34,NA,20638
5206,UT,Fire,Fire Management,NA,NA,NA,NA,285288.29,70469.91,NA,0
5204,CA,Fire,Fire Management,NA,NA,NA,NA,9219383.36,84313.83,NA,0
5203,OR,Fire,Fire Management,NA,NA,NA,NA,5560247.76,492944.85,NA,0
5202,CA,Fire,Fire Management,NA,NA,NA,NA,368318.57,336638.23,NA,0
5201,CA,Fire,Fire Management,NA,NA,NA,NA,7674180.59,588212.46,NA,0
5200,WA,Fire,Fire Management,NA,NA,NA,NA,280175.23,280175.23,NA,0
5199,CA,Fire,Fire Management,NA,NA,NA,NA,3202093.02,140465.3,NA,0
3382,LA,Hurricane,Emergency,NA,NA,NA,NA,0,0,NA,NA
4333,ID,Flood,Major Disaster,NA,NA,NA,NA,3054762.96,105669.13,2725712.71,382722.84
4332,TX,Hurricane,Major Disaster,NA,NA,NA,NA,2922099171,1317509653,1387181174,448077472.6
5198,OR,Fire,Fire Management,NA,NA,NA,NA,7541832.83,3250.64,NA,0
4331,WV,Severe Storm,Major Disaster,NA,NA,NA,NA,12611163.3,1635551.63,10144808.54,2474034.93
5196,OR,Fire,Fire Management,NA,NA,NA,NA,2020581.4,NA,NA,0
4330,VT,Severe Storm,Major Disaster,NA,NA,NA,NA,12084387.48,168883.52,10829252.96,1289820.56
4329,NH,Severe Storm,Major Disaster,NA,NA,NA,NA,7205885.6,160325.96,6317510.83,51048.32
4327,WY,Flood,Major Disaster,NA,NA,NA,NA,4826415.68,202610.74,3841010.98,825446.56
5195,OR,Fire,Fire Management,NA,NA,NA,NA,580773.51,NA,NA,3376029.88
4326,MI,Severe Storm,Major Disaster,NA,NA,NA,NA,NA,NA,NA,463702.36
4325,NE,Severe Storm,Major Disaster,NA,NA,NA,NA,15098468.62,2605736.36,12292687.83,1766204.25
5194,MT,Fire,Fire Management,NA,NA,NA,NA,3126981.79,14074.15,NA,3074180.62
4324,OK,Tornado,Major Disaster,NA,NA,NA,NA,4539992.99,572315.44,3822330.49,591792.36
5193,NV,Fire,Fire Management,NA,NA,NA,NA,202450.63,NA,NA,0
5192,CA,Fire,Fire Management,NA,NA,NA,NA,61870100.96,971741.1,NA,0
5191,NV,Fire,Fire Management,NA,NA,NA,NA,431868.84,NA,NA,0
5190,NV,Fire,Fire Management,NA,NA,NA,NA,76945.83,NA,NA,0
4323,ND,Flood,Major Disaster,NA,NA,NA,NA,5306863.74,268433.01,4629123.77,563589.34
4322,NY,Snowstorm,Major Disaster,NA,NA,NA,NA,28419329.72,20388710.94,5741230.49,511159.15
5189,CA,Fire,Fire Management,NA,NA,NA,NA,10485728.34,416740.98,NA,13970892.33
5188,AZ,Fire,Fire Management,NA,NA,NA,NA,889917.46,39823.34,NA,0
5187,WA,Fire,Fire Management,NA,NA,NA,NA,2834.83,NA,NA,0
5186,AZ,Fire,Fire Management,NA,NA,NA,NA,5335398.46,178142.59,NA,0
4320,TN,Severe Storm,Major Disaster,NA,NA,NA,NA,31960035.12,15238853.86,16679126.57,2184487.77
5185,UT,Fire,Fire Management,NA,NA,NA,NA,11569873.93,281016.45,NA,2110586.16
4319,KS,Snowstorm,Major Disaster,NA,NA,NA,NA,64293190.09,1381183.67,61300925.93,5106912.05
5184,NM,Fire,Fire Management,NA,NA,NA,NA,87939.35,NA,NA,944423.51
4318,AR,Severe Storm,Major Disaster,NA,NA,NA,NA,27410778.59,2417034.29,24070047.3,3855474.24
5183,AZ,Fire,Fire Management,NA,NA,NA,NA,2393401.79,6603.12,NA,292355.13
4317,MO,Flood,Major Disaster,NA,NA,NA,NA,78648530.31,11526563.99,64309422.32,17801245.73
4316,NH,Severe Storm,Major Disaster,NA,NA,NA,NA,1676798.53,386527.2,1287325.25,176414.25
4315,OK,Severe Storm,Major Disaster,NA,NA,NA,NA,85598562.92,790671.36,82014150.56,9292758.74
5182,WA,Fire,Fire Management,NA,NA,NA,NA,38491.7,11769.35,NA,6015028.51
4314,MS,Severe Storm,Major Disaster,NA,NA,NA,NA,16742188.76,14220530.08,2010497.68,400357.83
4313,ID,Flood,Major Disaster,NA,NA,NA,NA,10082762.59,793624.91,8929106.68,1695975
5181,GA,Fire,Fire Management,NA,NA,NA,NA,7751554.46,204884.64,NA,0
4312,CA,Severe Storm,Major Disaster,NA,NA,NA,NA,269934.77,36627.59,233307.18,1650
5180,FL,Fire,Fire Management,NA,NA,NA,NA,73633.42,NA,NA,0
5179,FL,Fire,Fire Management,NA,NA,NA,NA,81038.27,8820.76,NA,0
5178,FL,Fire,Fire Management,NA,NA,NA,NA,1587486.27,129742.88,NA,221343
4311,UT,Flood,Major Disaster,NA,NA,NA,NA,3126349.9,427582.36,2589356.54,515392.75
4310,ID,Flood,Major Disaster,NA,NA,NA,NA,7466728.95,752326.36,6477043.59,637726.95
4309,WA,Flood,Major Disaster,NA,NA,NA,NA,31792351.29,4552078.28,25832924.54,6154200
4308,CA,Flood,Major Disaster,NA,NA,NA,NA,814729430.6,203031457,595653605.7,95445729.28
4307,NV,Severe Storm,Major Disaster,NA,NA,NA,NA,12420416.06,8040255.09,3910336.34,1746450.16
4306,WY,Severe Storm,Major Disaster,NA,NA,NA,NA,2418459.51,449949.85,1936137.04,87335.32
4305,CA,Flood,Major Disaster,NA,NA,NA,NA,61807267.06,16102830.37,43275293.96,5958320.8
5177,OK,Fire,Fire Management,NA,NA,NA,NA,1078505.47,52643.11,NA,0
5176,KS,Fire,Fire Management,NA,NA,NA,NA,175234.98,65416.79,NA,0
5175,KS,Fire,Fire Management,NA,NA,NA,NA,159026.03,77019.48,NA,0
5174,KS,Fire,Fire Management,NA,NA,NA,NA,72527.19,27313.7,NA,0
5173,KS,Fire,Fire Management,NA,NA,NA,NA,75847.49,41785.39,NA,0
5172,KS,Fire,Fire Management,NA,NA,NA,NA,142453.23,52194.42,NA,0
5171,KS,Fire,Fire Management,NA,NA,NA,NA,1082212.23,310991.97,NA,0
5170,KS,Fire,Fire Management,NA,NA,NA,NA,1727559.21,559070.4,NA,3054442.91
4304,KS,Severe Ice Storm,Major Disaster,NA,NA,NA,NA,12565373.45,2769651.33,9404613.35,1331667.15
5169,OK,Fire,Fire Management,NA,NA,NA,NA,4523.54,NA,NA,0
4303,NV,Severe Storm,Major Disaster,NA,NA,NA,NA,12431887.37,3680397.92,8357461.16,2188022.55
4302,CA,Severe Storm,Major Disaster,NA,NA,NA,NA,3345510.33,1728987.46,1525927.87,0
3381,CA,Dam/Levee Break,Emergency,NA,NA,NA,NA,NA,NA,NA,NA
4301,CA,Severe Storm,Major Disaster,NA,NA,NA,NA,140682964.1,22382171.75,113158946.5,16732950.88
5168,OK,Fire,Fire Management,NA,NA,NA,NA,19907.44,2071.58,NA,2558052.26
4300,LA,Tornado,Major Disaster,NA,NA,NA,NA,NA,NA,NA,47212.4
4299,OK,Severe Storm,Major Disaster,NA,NA,NA,NA,135204698.5,3759961.12,127512645.4,11940894.93
4297,GA,Tornado,Major Disaster,NA,NA,NA,NA,23857381.28,12203160.36,11144606.82,3865833.91
4295,MS,Tornado,Major Disaster,NA,NA,NA,NA,10120839.85,6554162.46,3566677.39,1865921.54
4294,GA,Severe Storm,Major Disaster,NA,NA,NA,NA,14573962.86,8206788.69,6034366.33,2462062.68
4296,OR,Severe Storm,Major Disaster,NA,NA,NA,NA,13209032.86,3712375.64,9060563.22,293370.04
4293,TN,Fire,Major Disaster,NA,NA,NA,NA,3437194.73,3415458.03,NA,223190.28
5167,TN,Fire,Fire Management,NA,NA,NA,NA,NA,NA,NA,0
5166,KY,Fire,Fire Management,NA,NA,NA,NA,1801399.51,294307.01,NA,0
5165,TN,Fire,Fire Management,NA,NA,NA,NA,119555.16,24819.02,NA,0
5164,NC,Fire,Fire Management,NA,NA,NA,NA,2388962.04,48236.88,NA,0
5163,GA,Fire,Fire Management,NA,NA,NA,NA,577945.32,7159.67,NA,806554.35
5161,NC,Fire,Fire Management,NA,NA,NA,NA,6696182.13,108923.14,NA,855250.57
5160,TN,Fire,Fire Management,NA,NA,NA,NA,324252.9,30216,NA,0
5159,TN,Fire,Fire Management,NA,NA,NA,NA,1284186.13,NA,NA,1042961.46
5158,KY,Fire,Fire Management,NA,NA,NA,NA,415169.62,97469.35,NA,112088
4291,VA,Hurricane,Major Disaster,NA,NA,NA,NA,16772599.44,9089781.06,7226920.83,3487579.31
4290,MN,Flood,Major Disaster,NA,NA,NA,NA,7110537.38,1033298.56,5855661.82,877789.96
4287,KS,Severe Storm,Major Disaster,NA,NA,NA,NA,5798145.11,448438.27,5022776.92,275024.93
5157,CO,Fire,Fire Management,NA,NA,NA,NA,3901102.19,NA,NA,0
5156,NV,Fire,Fire Management,NA,NA,NA,NA,5145844.24,NA,NA,0
4286,SC,Hurricane,Major Disaster,NA,NA,NA,NA,246650680.3,164714742.3,73652643,31135803.91
4285,NC,Hurricane,Major Disaster,NA,NA,NA,NA,314064774.5,80750002.81,223505273.7,77088041.23
4284,GA,Hurricane,Major Disaster,NA,NA,NA,NA,94066957.32,74263812.09,16921212.23,14701376.53
4283,FL,Hurricane,Major Disaster,NA,NA,NA,NA,378576496.3,251241358.8,114157114.5,38175050.99
3380,NC,Hurricane,Emergency,NA,NA,NA,NA,NA,NA,NA,NA
3379,GA,Hurricane,Emergency,NA,NA,NA,NA,NA,NA,NA,NA
3378,SC,Hurricane,Emergency,NA,NA,NA,NA,NA,NA,NA,NA
4282,HI,Mud/Landslide,Major Disaster,NA,NA,NA,NA,4605646.93,3514800.26,953249.67,580615.77
3377,FL,Hurricane,Emergency,NA,NA,NA,NA,NA,NA,NA,NA
5154,NV,Fire,Fire Management,NA,NA,NA,NA,3644.11,NA,NA,908341.23
4281,IA,Flood,Major Disaster,NA,NA,NA,NA,5398418.52,563785.5,4622573.56,1123574.5
4280,FL,Hurricane,Major Disaster,NA,NA,NA,NA,60187185.5,31331130.75,27045167.75,8318029.79
4279,MD,Flood,Major Disaster,NA,NA,NA,NA,7341691.62,4427205.2,2730788.42,323833.13
5153,OR,Fire,Fire Management,NA,NA,NA,NA,820738.65,1862.8,NA,0
5152,WA,Fire,Fire Management,NA,NA,NA,NA,35861.7,32989.23,NA,0
5123,NH,Fire,Fire Management,NA,NA,NA,NA,NA,NA,NA,0
4278,KY,Severe Storm,Major Disaster,NA,NA,NA,NA,4898794.31,445988.19,4302799.12,916590.87
5151,ID,Fire,Fire Management,NA,NA,NA,NA,1721832.05,56108.69,NA,0
5150,CA,Fire,Fire Management,NA,NA,NA,NA,1492294.74,359439.62,NA,0
5149,WA,Fire,Fire Management,NA,NA,NA,NA,6002,1563.34,NA,0
5148,WA,Fire,Fire Management,NA,NA,NA,NA,5419.49,619.23,NA,0
5147,CA,Fire,Fire Management,NA,NA,NA,NA,4430611.64,1629465.58,NA,0
5146,CA,Fire,Fire Management,NA,NA,NA,NA,56849949.26,285427.2,NA,0
5145,CA,Fire,Fire Management,NA,NA,NA,NA,13654350.61,184089.91,NA,0
4277,LA,Flood,Major Disaster,NA,NA,NA,NA,763535554.3,425671762.6,322844423.9,134044684.8
4276,WI,Severe Storm,Major Disaster,NA,NA,NA,NA,11499082.8,2101728.42,9045154.38,1077127.07
5144,CA,Fire,Fire Management,NA,NA,NA,NA,3455640.95,304896.1,NA,0
4275,MT,Tornado,Major Disaster,NA,NA,NA,NA,3045115.45,45898.98,2991554.51,71192.17
5143,MT,Fire,Fire Management,NA,NA,NA,NA,637395.06,29930.03,NA,0
5142,WA,Fire,Fire Management,NA,NA,NA,NA,1204.44,1204.44,NA,0
5141,NV,Fire,Fire Management,NA,NA,NA,NA,423056.57,NA,NA,0
5140,CA,Fire,Fire Management,NA,NA,NA,NA,8975198.42,128599.06,NA,0
5139,WY,Fire,Fire Management,NA,NA,NA,NA,1815431.3,9710.71,NA,0
5138,NV,Fire,Fire Management,NA,NA,NA,NA,2870.53,NA,NA,0
5137,CA,Fire,Fire Management,NA,NA,NA,NA,111716016.9,1863749.94,NA,0
5136,WY,Fire,Fire Management,NA,NA,NA,NA,711455.47,NA,NA,0
5135,CA,Fire,Fire Management,NA,NA,NA,NA,5137174.1,806387.54,NA,0
4274,OK,Flood,Major Disaster,NA,NA,NA,NA,4693118.02,304934.78,4213341.88,680649.32
5134,NM,Fire,Fire Management,NA,NA,NA,NA,850539.46,2872.43,NA,0
5133,CO,Fire,Fire Management,NA,NA,NA,NA,2225192.99,NA,NA,0
5132,CA,Fire,Fire Management,NA,NA,NA,NA,2479741.41,45393.01,NA,0
4273,WV,Flood,Major Disaster,NA,NA,NA,NA,447612010.4,69334758.96,368177908.4,36383233.74
5131,CA,Fire,Fire Management,NA,NA,NA,NA,4247960.9,775835.9,NA,0
5130,UT,Fire,Fire Management,NA,NA,NA,NA,1727016.64,325357.99,NA,0
5129,CA,Fire,Fire Management,NA,NA,NA,NA,1377758.82,338263.71,NA,0
5128,CA,Fire,Fire Management,NA,NA,NA,NA,14318214.62,335447.17,NA,0
5127,NM,Fire,Fire Management,NA,NA,NA,NA,5905956.47,157086.98,NA,0
4272,TX,Flood,Major Disaster,NA,NA,NA,NA,60046888.48,11816972.39,44433329,7045460.76
5126,OR,Fire,Fire Management,NA,NA,NA,NA,2675109.99,303612.8,NA,0
5125,AZ,Fire,Fire Management,NA,NA,NA,NA,2004706.26,37349.85,NA,0
5124,CA,Fire,Fire Management,NA,NA,NA,NA,1930296.01,109887.55,NA,0
4271,MT,Severe Storm,Major Disaster,NA,NA,NA,NA,1690433.9,36274.72,1647655.52,167546.81
4270,AR,Severe Storm,Major Disaster,NA,NA,NA,NA,2418773.48,237711.75,2090053.73,400745.26
4269,TX,Flood,Major Disaster,NA,NA,NA,NA,41030738.52,18142047.11,20275223.56,5048239.59
5122,OK,Fire,Fire Management,NA,NA,NA,NA,1102989.32,54779.68,NA,0
5121,KS,Fire,Fire Management,NA,NA,NA,NA,103478.1,85121.51,NA,0
4268,MS,Flood,Major Disaster,NA,NA,NA,NA,10328758.13,1182105.48,8830814.65,1554897.16
5120,KS,Fire,Fire Management,NA,NA,NA,NA,1249825.6,497515.3,NA,0
4267,PA,Snowstorm,Major Disaster,NA,NA,NA,NA,44619194.68,43609951.73,159120.98,5679929.71
4266,TX,Flood,Major Disaster,NA,NA,NA,NA,34449134.15,9364747.41,22935425.4,5615386.98
4265,DE,Snowstorm,Major Disaster,NA,NA,NA,NA,1602711.5,167189.96,1429199.34,11491.39
4264,NJ,Severe Storm,Major Disaster,NA,NA,NA,NA,81093524.93,69282647.28,10210959.78,11586702
4263,LA,Flood,Major Disaster,NA,NA,NA,NA,110268829.7,32075110.55,75070454.13,12808251.06
4262,VA,Snowstorm,Major Disaster,NA,NA,NA,NA,46994294.43,45407153.42,625146.24,6842225.19
4261,MD,Snowstorm,Major Disaster,NA,NA,NA,NA,69267697.55,63921034.22,5197038.9,11229333.25
4260,DC,Snowstorm,Major Disaster,NA,NA,NA,NA,16996776.09,16433401.71,563374.38,2766438.92
4259,GA,Severe Storm,Major Disaster,NA,NA,NA,NA,21181388.94,1309713.78,19188662.16,3962807.55
5119,OK,Fire,Fire Management,NA,NA,NA,NA,NA,NA,NA,0
4258,OR,Severe Storm,Major Disaster,NA,NA,NA,NA,32151958.02,4685619.28,26574606.74,3263119.96
4257,AK,Severe Storm,Major Disaster,NA,NA,NA,NA,11464133.02,NA,11051697.02,230123.81
4256,OK,Severe Storm,Major Disaster,NA,NA,NA,NA,49143878.08,1310476.7,46883894.21,8724992.51
4255,TX,Severe Storm,Major Disaster,NA,NA,NA,NA,25380855.8,6023300.4,17529709.94,2143138.5
4254,AR,Severe Storm,Major Disaster,NA,NA,NA,NA,11363427.87,487912.15,10779487.83,1987927.04
3376,LA,Flood,Emergency,NA,NA,NA,NA,6999940.03,6887862.58,NA,NA
4253,WA,Flood,Major Disaster,NA,NA,NA,NA,11329893.97,1402293.63,9385902.34,712077.23
4252,ID,Severe Storm,Major Disaster,NA,NA,NA,NA,18305095.51,172539.64,18113814.3,1707464.47
5118,OK,Fire,Fire Management,NA,NA,NA,NA,NA,NA,NA,0
4251,AL,Severe Storm,Major Disaster,NA,NA,NA,NA,36201886.24,1834108.21,32944324.61,5851044.66
4250,MO,Flood,Major Disaster,NA,NA,NA,NA,32747311.6,8994305.18,22646310.5,10675595.8
3375,MI,Toxic Substances,Emergency,NA,NA,NA,NA,NA,NA,NA,NA
4249,WA,Severe Storm,Major Disaster,NA,NA,NA,NA,25274316.34,5993518.24,18367451.24,2043792.76
4248,MS,Severe Storm,Major Disaster,NA,NA,NA,NA,5699153.76,2482932.75,3020883.01,731668.23
3374,MO,Flood,Emergency,NA,NA,NA,NA,NA,NA,NA,NA
4247,OK,Severe Ice Storm,Major Disaster,NA,NA,NA,NA,29475163.85,16040835.47,12687562,4064912.16
4246,ID,Severe Storm,Major Disaster,NA,NA,NA,NA,2486685.09,328168.44,2126548.61,374875.74
4245,TX,Severe Storm,Major Disaster,NA,NA,NA,NA,41552844.59,4067733.96,35721350.55,7868470.54
5117,OK,Fire,Fire Management,NA,NA,NA,NA,57419.43,2529.05,NA,303514.37
4244,AK,Coastal Storm,Major Disaster,NA,NA,NA,NA,4079526.97,452068.61,3463120.7,130130.29
4243,WA,Fire,Major Disaster,NA,NA,NA,NA,38106873.87,25615246.75,11553337.04,3603292.12
4242,WA,Severe Storm,Major Disaster,NA,NA,NA,NA,6204476.49,1185216.13,4752623.56,914999.83
5116,TX,Fire,Fire Management,NA,NA,NA,NA,3568584.84,166084.75,NA,205398.41
5115,WY,Fire,Fire Management,NA,NA,NA,NA,NA,NA,NA,8689.8
4241,SC,Flood,Major Disaster,NA,NA,NA,NA,119898164.2,47927579.07,67278816.14,41604412.07
3373,SC,Severe Storm,Emergency,NA,NA,NA,NA,NA,NA,NA,NA
4240,CA,Fire,Major Disaster,NA,NA,NA,NA,236474304,221793949.9,5295495.92,56825008.98
5114,OR,Fire,Fire Management,NA,NA,NA,NA,235333.26,7023.67,NA,30157.16
5113,WA,Fire,Fire Management,NA,NA,NA,NA,1790.68,1790.68,NA,44544.76
5112,CA,Fire,Fire Management,NA,NA,NA,NA,2909011.76,512278.84,NA,335650.35
5111,CA,Fire,Fire Management,NA,NA,NA,NA,3149241.65,273417.55,NA,21592
5110,ID,Fire,Fire Management,NA,NA,NA,NA,30961.05,3408.03,NA,347360
5109,WA,Fire,Fire Management,NA,NA,NA,NA,49101.98,NA,NA,438444.88
5108,WA,Fire,Fire Management,NA,NA,NA,NA,2607.76,2607.76,NA,30584.95
3372,WA,Fire,Emergency,NA,NA,NA,NA,NA,NA,NA,NA
5107,OR,Fire,Fire Management,NA,NA,NA,NA,2423995.63,35441.35,NA,14435.4
5106,WA,Fire,Fire Management,NA,NA,NA,NA,590836.12,NA,NA,46716.62
5105,ID,Fire,Fire Management,NA,NA,NA,NA,1345529.18,37914.57,NA,31630
5104,WA,Fire,Fire Management,NA,NA,NA,NA,43712.38,31363.86,NA,21540.47
5103,WA,Fire,Fire Management,NA,NA,NA,NA,61117.81,26090.33,NA,37449.95
5102,OR,Fire,Fire Management,NA,NA,NA,NA,5569206.78,26485.11,NA,134573
5101,WA,Fire,Fire Management,NA,NA,NA,NA,2017.05,0,NA,38681.58
5100,WA,Fire,Fire Management,NA,NA,NA,NA,20804.69,17698.17,NA,238444.48
5099,ID,Fire,Fire Management,NA,NA,NA,NA,7905132.26,199462.21,NA,347360
5098,WA,Fire,Fire Management,NA,NA,NA,NA,1337.73,NA,NA,43150.66
5097,OR,Fire,Fire Management,NA,NA,NA,NA,3214693.54,26601.47,NA,39142.24
4239,KY,Severe Storm,Major Disaster,NA,NA,NA,NA,10066213.44,542225.08,9169583.36,2678923.81
5096,OR,Fire,Fire Management,NA,NA,NA,NA,89797.56,1545.63,NA,37539.8
4238,MO,Severe Storm,Major Disaster,NA,NA,NA,NA,50780811.67,5144389.44,44242582.16,10203784.95
4236,WV,Severe Storm,Major Disaster,NA,NA,NA,NA,7743787.17,469694.75,7261277.06,723711.22
4235,MP,Typhoon,Major Disaster,NA,NA,NA,NA,39817693.88,5792505.67,33087658.21,9723225
5094,WA,Fire,Fire Management,NA,NA,NA,NA,10860.03,10860.03,NA,33602.22
5093,CA,Fire,Fire Management,NA,NA,NA,NA,30805790,294372.82,NA,393133.31
4234,IA,Severe Storm,Major Disaster,NA,NA,NA,NA,7078538.32,1091945.48,5689617.58,1458759.28
5092,OR,Fire,Fire Management,NA,NA,NA,NA,14620253.01,55459.35,NA,459594
4233,SD,Severe Storm,Major Disaster,NA,NA,NA,NA,3078434.15,538676.77,2453374.65,472182
5091,CA,Fire,Fire Management,NA,NA,NA,NA,13868793.44,101172.22,NA,312579.84
4231,NJ,Severe Storm,Major Disaster,NA,NA,NA,NA,12466494.51,11694495.38,475880.37,1030191.55
5090,WA,Fire,Fire Management,NA,NA,NA,NA,14892.38,14892.38,NA,35216.25
