disasterNumber,stateCode,incidentType,declarationType,totalNumberIaApproved,totalAmountIhpApproved,totalAmountHaApproved,totalAmountOnaApproved,totalObligatedAmountPa,totalObligatedAmountCatAb,totalObligatedAmountCatC2g,totalObligatedAmountHmgp
2411,NJ,Fire,Fire Suppression,NA,NA,NA,NA,0,0,NA,NA
2410,CO,Fire,Fire Suppression,NA,NA,NA,NA,1276717.16,13367.66,607485,NA
2409,MN,Fire,Fire Suppression,NA,NA,NA,NA,209475,NA,NA,NA
2408,NM,Fire,Fire Suppression,NA,NA,NA,NA,958864.51,958864.51,NA,NA
2407,CO,Fire,Fire Suppression,NA,NA,NA,NA,516631.41,101680.92,287747.25,NA
1416,IL,Tornado,Major Disaster,NA,NA,NA,NA,15595158.21,3410971.44,12179540.99,2119922
1415,NY,Earthquake,Major Disaster,NA,NA,NA,NA,NA,NA,NA,573827
2406,AZ,Fire,Fire Suppression,NA,NA,NA,NA,766588.42,765511.71,NA,NA
2405,CA,Fire,Fire Suppression,NA,NA,NA,NA,307152.86,14617.29,NA,NA
1414,KY,Severe Storm,Major Disaster,NA,NA,NA,NA,8191992.39,1466923.96,6665537.25,2027706
2404,NM,Fire,Fire Suppression,NA,NA,NA,NA,298474.23,233499.75,NA,NA
1413,MI,Flood,Major Disaster,NA,NA,NA,NA,4906653.82,415565.69,4321699.99,771719
1412,MO,Severe Storm,Major Disaster,NA,NA,NA,NA,35299777.93,1386209.24,33708365.51,4988421
2403,CO,Fire,Fire Suppression,NA,NA,NA,NA,314629.34,9635.97,170437.5,NA
1411,VA,Severe Storm,Major Disaster,NA,NA,NA,NA,6678555.87,2655782.18,4010838.23,1225737
1410,WV,Severe Storm,Major Disaster,NA,NA,NA,NA,15255670.18,8294263.24,6945591.61,3846550
1409,MD,Tornado,Major Disaster,NA,NA,NA,NA,4284113.3,3010762.41,1240215.47,849287
2402,NM,Fire,Fire Suppression,NA,NA,NA,NA,2505601.52,13605.67,NA,NA
2401,CO,Fire,Fire Suppression,NA,NA,NA,NA,343461.6,0,279000,NA
2400,AZ,Fire,Fire Suppression,NA,NA,NA,NA,522973.11,522973.11,NA,NA
2399,CO,Fire,Fire Suppression,NA,NA,NA,NA,609048.69,35079.16,388125,NA
1408,TN,Severe Storm,Major Disaster,NA,NA,NA,NA,7698001.21,386876.08,7231737.88,1252681
1407,KY,Severe Storm,Major Disaster,NA,NA,NA,NA,10952618.23,614423.27,10272253,2133460
1406,VA,Severe Storm,Major Disaster,NA,NA,NA,NA,6233212.7,785167.68,5406707.43,1149793
2398,NM,Fire,Fire Suppression,NA,NA,NA,NA,739292.95,739292.95,NA,NA
1405,OR,Severe Storm,Major Disaster,NA,NA,NA,NA,4796806.64,1194355.67,3609871.51,752279
1404,NY,Snowstorm,Major Disaster,NA,NA,NA,NA,5913137.1,752305.98,5103846.86,338652
2397,VA,Fire,Fire Suppression,NA,NA,NA,NA,NA,NA,NA,NA
2396,CA,Fire,Fire Suppression,NA,NA,NA,NA,2272904,117286.77,NA,NA
1402,KS,Severe Ice Storm,Major Disaster,NA,NA,NA,NA,45020240.33,19181030.22,25287060.53,6185233
1403,MO,Severe Ice Storm,Major Disaster,NA,NA,NA,NA,43824367.31,34013640.27,9715546.9,6709061
1401,OK,Severe Ice Storm,Major Disaster,NA,NA,NA,NA,109054038,24594047.06,83957589.48,19414568
1400,AR,Severe Storm,Major Disaster,NA,NA,NA,NA,2225170.96,85726.8,2165746.79,105414
3170,NY,Snowstorm,Emergency,NA,NA,NA,NA,16619808.6,16617849.01,NA,NA
1398,MS,Severe Storm,Major Disaster,NA,NA,NA,NA,5456042.93,402109.28,5117212.83,804721
1399,AL,Severe Storm,Major Disaster,NA,NA,NA,NA,2343447.82,1538493.06,804954.76,484316
1397,GU,Earthquake,Major Disaster,NA,NA,NA,NA,2452457.07,53540.13,2138681.23,197626
1396,PR,Severe Storm,Major Disaster,NA,NA,NA,NA,4853317.12,681327.02,3553040.63,93818
2395,AL,Fire,Fire Suppression,NA,NA,NA,NA,NA,NA,NA,NA
2394,VA,Fire,Fire Suppression,NA,NA,NA,NA,133002.75,133002.75,NA,NA
2393,VA,Fire,Fire Suppression,NA,NA,NA,NA,122495.25,122495.25,NA,NA
2392,WV,Fire,Fire Suppression,NA,NA,NA,NA,NA,NA,NA,NA
2391,WV,Fire,Fire Suppression,NA,NA,NA,NA,292087.28,292087.28,NA,NA
2390,VA,Fire,Fire Suppression,NA,NA,NA,NA,394778.25,394778.25,NA,NA
2389,TN,Fire,Fire Suppression,NA,NA,NA,NA,532317.35,532317.35,NA,NA
2388,SC,Fire,Fire Suppression,NA,NA,NA,NA,267732.58,NA,267732.58,NA
2387,TN,Fire,Fire Suppression,NA,NA,NA,NA,1196608.92,1196608.92,NA,NA
2386,KY,Fire,Fire Suppression,NA,NA,NA,NA,1815259.18,1815259.18,NA,NA
2385,KY,Fire,Fire Suppression,NA,NA,NA,NA,880634.65,880634.65,NA,NA
2384,KY,Fire,Fire Suppression,NA,NA,NA,NA,574906.82,574906.82,NA,NA
2383,CO,Fire,Fire Suppression,NA,NA,NA,NA,0,NA,NA,NA
1395,OK,Severe Storm,Major Disaster,NA,NA,NA,NA,1146338.86,516406.83,493589.53,244547
1394,NE,Severe Storm,Major Disaster,NA,NA,NA,NA,1414196.5,35419.81,1376975.39,136586
1393,FL,Coastal Storm,Major Disaster,NA,NA,NA,NA,22990447.07,9766980.43,12715981.97,1575675
1392,VA,Terrorist,Major Disaster,NA,NA,NA,NA,4938627.13,4905529.68,NA,1792038
3169,NJ,Fire,Emergency,NA,NA,NA,NA,88203232.21,90360427.93,NA,NA
3168,VA,Fire,Emergency,NA,NA,NA,NA,NA,NA,NA,NA
1391,NY,Fire,Major Disaster,NA,NA,NA,NA,4732560097,2090168741,240887893.5,264635280
2382,WY,Fire,Fire Suppression,NA,NA,NA,NA,76944.59,76944.59,NA,NA
1390,OH,Severe Storm,Major Disaster,NA,NA,NA,NA,5935229.86,708833.51,5149869.54,914172
2381,UT,Fire,Fire Suppression,NA,NA,NA,NA,53686.5,53686.5,NA,NA
2380,OR,Fire,Fire Suppression,NA,NA,NA,NA,2953040.3,2953040.3,NA,NA
2379,WA,Fire,Fire Suppression,NA,NA,NA,NA,1008947.13,1008947.13,NA,NA
2378,WA,Fire,Fire Suppression,NA,NA,NA,NA,1641186.86,1641186.86,NA,NA
2377,WA,Fire,Fire Suppression,NA,NA,NA,NA,2761493.04,2761493.04,NA,NA
2376,WA,Fire,Fire Suppression,NA,NA,NA,NA,536017.54,536017.54,NA,NA
1389,DC,Severe Storm,Major Disaster,NA,NA,NA,NA,708827.27,276994.7,460813.63,255255
2375,OR,Fire,Fire Suppression,NA,NA,NA,NA,363262.4,363262.4,NA,NA
1388,KY,Severe Storm,Major Disaster,NA,NA,NA,NA,11677354.07,457515.74,11164447.48,2023999
1387,TN,Severe Storm,Major Disaster,NA,NA,NA,NA,3692932.67,356138.9,3187341.86,659897
2374,WA,Fire,Fire Suppression,NA,NA,NA,NA,1186851.58,1186851.58,NA,NA
2373,WA,Fire,Fire Suppression,NA,NA,NA,NA,2722101.81,2722101.81,NA,NA
2372,WA,Fire,Fire Suppression,NA,NA,NA,NA,1707296.8,1707296.8,NA,NA
2371,NV,Fire,Fire Suppression,NA,NA,NA,NA,NA,NA,NA,NA
2370,WY,Fire,Fire Suppression,NA,NA,NA,NA,334733.96,334733.96,NA,NA
2369,SD,Fire,Fire Suppression,NA,NA,NA,NA,293179.37,293179.37,NA,NA
2368,WA,Fire,Fire Suppression,NA,NA,NA,NA,1121445.74,1121445.74,NA,NA
2367,WY,Fire,Fire Suppression,NA,NA,NA,NA,2670288.12,2670288.12,NA,NA
1386,VA,Severe Storm,Major Disaster,NA,NA,NA,NA,7390259.93,837090.99,6533634.13,1663497
1385,MT,Severe Storm,Major Disaster,NA,NA,NA,NA,970883.22,776691.84,187695.22,136965
2366,NV,Fire,Fire Suppression,NA,NA,NA,NA,NA,NA,NA,NA
2365,AK,Fire,Fire Suppression,NA,NA,NA,NA,NA,NA,NA,NA
1384,OK,Severe Storm,Major Disaster,NA,NA,NA,NA,6425209.53,2629470,3613225.53,1051510
1382,MS,Severe Storm,Major Disaster,NA,NA,NA,NA,1776446.25,475268.17,1329092.51,0
1383,PA,Severe Storm,Major Disaster,NA,NA,NA,NA,6689724.02,777194.42,5803267.17,1800672
1381,FL,Severe Storm,Major Disaster,NA,NA,NA,NA,14683135.02,2171960.59,11970103.49,4038077
1380,LA,Coastal Storm,Major Disaster,NA,NA,NA,NA,9040908.02,6082907.61,2964651.36,14135775
1379,TX,Coastal Storm,Major Disaster,NA,NA,NA,NA,433651817,101320637.9,329884828.4,201035427
2364,NM,Fire,Fire Suppression,NA,NA,NA,NA,NA,NA,NA,NA
1378,WV,Severe Storm,Major Disaster,NA,NA,NA,NA,27714640.97,9528257.44,18283828.51,11061441
1377,MT,Severe Storm,Major Disaster,NA,NA,NA,NA,741930.23,9998.01,730615.2,113141
2363,FL,Fire,Fire Suppression,NA,NA,NA,NA,5060820.9,5060820.9,NA,NA
2362,GA,Fire,Fire Suppression,NA,NA,NA,NA,828614.56,828614.56,NA,NA
1374,CO,Severe Storm,Major Disaster,NA,NA,NA,NA,4621871.5,30085.44,4645199.75,492411
1373,NE,Severe Storm,Major Disaster,NA,NA,NA,NA,2982075.51,45727.81,2934671.07,415221
2361,FL,Fire,Fire Suppression,NA,NA,NA,NA,350001.76,350001.76,NA,NA
1372,PR,Severe Storm,Major Disaster,NA,NA,NA,NA,5147725.26,1542430.72,3033129.15,310644
1371,ME,Severe Storm,Major Disaster,NA,NA,NA,NA,1160382.95,164540.76,988792.94,208923
2360,FL,Fire,Fire Suppression,NA,NA,NA,NA,695210.91,695210.91,NA,NA
1368,IL,Flood,Major Disaster,NA,NA,NA,NA,5964308.99,2663455.38,3341706.39,521140
1367,IA,Severe Storm,Major Disaster,NA,NA,NA,NA,8618000.36,3601067.84,4689231.55,1876460
1366,KS,Severe Storm,Major Disaster,NA,NA,NA,NA,2697313.17,912342.82,1767548.6,442317
2359,FL,Fire,Fire Suppression,NA,NA,NA,NA,673337.53,673337.53,NA,NA
2358,FL,Fire,Fire Suppression,NA,NA,NA,NA,2295294.63,2295294.63,NA,NA
2357,FL,Fire,Fire Suppression,NA,NA,NA,NA,880498.85,880498.85,NA,NA
1365,MS,Severe Storm,Major Disaster,NA,NA,NA,NA,2855252.63,22820.59,2871984.6,417677
3167,VT,Snowstorm,Emergency,NA,NA,NA,NA,1301755.4,1296992.34,NA,NA
1364,MA,Severe Storm,Major Disaster,NA,NA,NA,NA,NA,NA,NA,1615134
3166,NH,Snowstorm,Emergency,NA,NA,NA,NA,3433251.55,3433251.55,NA,NA
3165,MA,Snowstorm,Emergency,NA,NA,NA,NA,21065441.93,21065441.93,NA,NA
3164,ME,Snowstorm,Emergency,NA,NA,NA,NA,3404108.7,3403479.45,NA,NA
2353,FL,Fire,Fire Suppression,NA,NA,NA,NA,3950133.61,3781834.76,NA,NA
1363,AR,Severe Storm,Major Disaster,NA,NA,NA,NA,3019659.14,103814.9,2934328.57,431125
1362,AL,Severe Storm,Major Disaster,NA,NA,NA,NA,4786803.73,4111602.56,675201.17,106606
1361,WA,Earthquake,Major Disaster,NA,NA,NA,NA,66734226.22,7138998.7,54761534.37,18838111
1360,MS,Severe Storm,Major Disaster,NA,NA,NA,NA,18209539.53,9579191.49,8903962.17,2730274
2355,FL,Fire,Fire Suppression,NA,NA,NA,NA,959055,959055,NA,NA
2354,FL,Fire,Fire Suppression,NA,NA,NA,NA,1546000.26,1546000.26,NA,NA
1359,FL,Freezing,Major Disaster,NA,NA,NA,NA,NA,NA,NA,273677
3163,WI,Snowstorm,Emergency,NA,NA,NA,NA,5380816.01,5369403.69,NA,NA
3162,IN,Snowstorm,Emergency,NA,NA,NA,NA,3663238.24,3663238.24,NA,NA
1358,VT,Severe Storm,Major Disaster,NA,NA,NA,NA,727798.23,9329.08,703570.79,103931
1357,LA,Severe Ice Storm,Major Disaster,NA,NA,NA,NA,4294159.44,2918003.52,1386461.64,351225
1356,TX,Severe Ice Storm,Major Disaster,NA,NA,NA,NA,39711803.79,24308976.34,15313037.01,4438038
2352,TX,Fire,Fire Suppression,NA,NA,NA,NA,NA,NA,NA,NA
2351,TX,Fire,Fire Suppression,NA,NA,NA,NA,NA,NA,NA,NA
1355,OK,Severe Ice Storm,Major Disaster,NA,NA,NA,NA,160002351.1,59324006.19,99573522.52,23968328
1353,ND,Tornado,Major Disaster,NA,NA,NA,NA,817522.69,49651.86,765362.51,104509
1354,AR,Severe Ice Storm,Major Disaster,NA,NA,NA,NA,185489007.3,152443939.6,33092101.88,28495935
3159,AR,Severe Ice Storm,Emergency,NA,NA,NA,NA,NA,NA,NA,NA
3158,OK,Severe Ice Storm,Emergency,NA,NA,NA,NA,NA,NA,NA,NA
1352,AL,Severe Storm,Major Disaster,NA,NA,NA,NA,1085125.11,1085125.11,NA,192419
1351,WY,Severe Storm,Major Disaster,NA,NA,NA,NA,682634.87,4604.47,686029.24,98588
1350,MT,Severe Storm,Major Disaster,NA,NA,NA,NA,2127262.15,22787.43,2097786.27,300092
3157,NY,Snowstorm,Emergency,NA,NA,NA,NA,4999310.11,4999310.11,NA,NA
1349,OK,Severe Storm,Major Disaster,NA,NA,NA,NA,2838615.94,94167.46,2564548.23,538400
1348,HI,Severe Storm,Major Disaster,NA,NA,NA,NA,4128414.91,564631.82,3220924.98,1154842
2350,KY,Fire,Fire Suppression,NA,NA,NA,NA,81878.55,81878.55,NA,NA
2349,KY,Fire,Fire Suppression,NA,NA,NA,NA,1000625.76,1000625.76,NA,NA
2348,TN,Fire,Fire Suppression,NA,NA,NA,NA,93972.96,93972.96,NA,NA
2347,TN,Fire,Fire Suppression,NA,NA,NA,NA,385486.13,385486.13,NA,NA
2346,TN,Fire,Fire Suppression,NA,NA,NA,NA,254258.94,254258.94,NA,NA
3156,NJ,Other,Emergency,NA,NA,NA,NA,2440546.55,2440546.55,NA,NA
1347,AZ,Severe Storm,Major Disaster,NA,NA,NA,NA,5616578.93,1514282.42,3706650.48,1343739
2345,MN,Fire,Fire Suppression,NA,NA,NA,NA,2539053.48,2539053.48,NA,NA
1346,MI,Severe Storm,Major Disaster,NA,NA,NA,NA,NA,NA,NA,25581719
3155,NY,Other,Emergency,NA,NA,NA,NA,4668512.48,4412798.48,NA,NA
1345,FL,Severe Storm,Major Disaster,NA,NA,NA,NA,288481152.5,6632491.52,279844097.7,76656943
1344,FL,Severe Storm,Major Disaster,NA,NA,NA,NA,18565928.96,527841.99,17408770.89,1922332
2344,TX,Fire,Fire Suppression,NA,NA,NA,NA,98597.18,98597.18,NA,NA
1343,OH,Severe Storm,Major Disaster,NA,NA,NA,NA,3340810.2,642795.32,2670809.27,346748
2342,OK,Fire,Fire Suppression,NA,NA,NA,NA,109241.75,109241.75,NA,NA
2343,OK,Fire,Fire Suppression,NA,NA,NA,NA,102666.28,102666.28,NA,NA
2341,OK,Fire,Fire Suppression,NA,NA,NA,NA,1114963.35,1114963.35,NA,NA
2340,TX,Fire,Fire Suppression,NA,NA,NA,NA,71766.81,71766.81,NA,NA
2339,AL,Fire,Fire Suppression,NA,NA,NA,NA,NA,NA,NA,NA
2338,CO,Fire,Fire Suppression,NA,NA,NA,NA,1371792.07,1371792.07,NA,NA
1342,CA,Earthquake,Major Disaster,NA,NA,NA,NA,NA,NA,NA,1000930
2337,LA,Fire,Fire Suppression,NA,NA,NA,NA,325803.92,325803.92,NA,NA
2336,TX,Fire,Fire Suppression,NA,NA,NA,NA,84382.38,84382.38,NA,NA
2335,TX,Fire,Fire Suppression,NA,NA,NA,NA,428499.97,428499.97,NA,NA
2334,TX,Fire,Fire Suppression,NA,NA,NA,NA,72256.34,72256.34,NA,NA
2333,TX,Fire,Fire Suppression,NA,NA,NA,NA,27676.97,27676.97,NA,NA
2332,TX,Fire,Fire Suppression,NA,NA,NA,NA,199185.63,199185.63,NA,NA
2331,TX,Fire,Fire Suppression,NA,NA,NA,NA,35147.55,35147.55,NA,NA
2330,TX,Fire,Fire Suppression,NA,NA,NA,NA,717000.55,717000.55,NA,NA
2329,TX,Fire,Fire Suppression,NA,NA,NA,NA,422314.25,422314.25,NA,NA
2328,TX,Fire,Fire Suppression,NA,NA,NA,NA,1457745.93,1457745.93,NA,NA
1341,ID,Fire,Major Disaster,NA,NA,NA,NA,NA,NA,NA,13056
2327,TX,Fire,Fire Suppression,NA,NA,NA,NA,871692.4,871692.4,NA,NA
1340,MT,Fire,Major Disaster,NA,NA,NA,NA,NA,NA,NA,311009
2326,MT,Fire,Fire Suppression,NA,NA,NA,NA,70842,70842,NA,NA
2325,TX,Fire,Fire Suppression,NA,NA,NA,NA,185207.38,185207.38,NA,NA
2324,SD,Fire,Fire Suppression,NA,NA,NA,NA,2496378.6,2496378.6,NA,NA
2323,WA,Fire,Fire Suppression,NA,NA,NA,NA,925982.68,925982.68,NA,NA
2322,TX,Fire,Fire Suppression,NA,NA,NA,NA,3684844.28,3684844.28,NA,NA
1339,OH,Severe Storm,Major Disaster,NA,NA,NA,NA,NA,NA,NA,896815
1338,DC,Severe Storm,Major Disaster,NA,NA,NA,NA,297203.25,294142.3,3060.95,45256
1337,NJ,Severe Storm,Major Disaster,NA,NA,NA,NA,4697327.57,2066492.47,2599444.42,782081
2321,MT,Fire,Fire Suppression,NA,NA,NA,NA,18783,18783,NA,NA
2320,MT,Fire,Fire Suppression,NA,NA,NA,NA,5514048.11,5514048.11,NA,NA
2319,SD,Fire,Fire Suppression,NA,NA,NA,NA,1050617.89,1050617.89,NA,NA
2318,MT,Fire,Fire Suppression,NA,NA,NA,NA,138208,138208,NA,NA
2317,MT,Fire,Fire Suppression,NA,NA,NA,NA,13633895.1,13633895.1,NA,NA
2316,NV,Fire,Fire Suppression,NA,NA,NA,NA,21098.16,21098.16,NA,NA
2315,WY,Fire,Fire Suppression,NA,NA,NA,NA,485186.01,485186.01,NA,NA
1336,VT,Severe Storm,Major Disaster,NA,NA,NA,NA,2474138.67,11080.45,2431124.77,304005
2314,MT,Fire,Fire Suppression,NA,NA,NA,NA,23568300.14,23568300.14,NA,NA
2313,WA,Fire,Fire Suppression,NA,NA,NA,NA,1829514.81,1829514.81,NA,NA
1335,NY,Severe Storm,Major Disaster,NA,NA,NA,NA,31020492.12,4053927.92,26379603.98,2766765
2312,NV,Fire,Fire Suppression,NA,NA,NA,NA,NA,NA,NA,NA
1333,MN,Severe Storm,Major Disaster,NA,NA,NA,NA,11738303.73,3906085.02,7676010.71,4661056
1332,WI,Severe Storm,Major Disaster,NA,NA,NA,NA,10905227.4,1145655.2,9726224.29,3154896
2310,NM,Fire,Fire Suppression,NA,NA,NA,NA,261748.94,261748.94,NA,NA
2309,CO,Fire,Fire Suppression,NA,NA,NA,NA,3209125.2,3209125.2,NA,NA
1331,TN,Severe Storm,Major Disaster,NA,NA,NA,NA,3700015.29,1268492.29,2364988.67,449273
2308,CO,Fire,Fire Suppression,NA,NA,NA,NA,1090377.3,1090377.3,NA,NA
2307,FL,Fire,Fire Suppression,NA,NA,NA,NA,263418.75,263418.75,NA,NA
2306,FL,Fire,Fire Suppression,NA,NA,NA,NA,646465.83,646465.83,NA,NA
2305,FL,Fire,Fire Suppression,NA,NA,NA,NA,374315.41,374315.41,NA,NA
2304,NM,Fire,Fire Suppression,NA,NA,NA,NA,587627.7,587627.7,NA,NA
2303,FL,Fire,Fire Suppression,NA,NA,NA,NA,1696436.54,1696436.54,NA,NA
2302,FL,Fire,Fire Suppression,NA,NA,NA,NA,556922.47,556922.47,NA,NA
2301,FL,Fire,Fire Suppression,NA,NA,NA,NA,2662100.82,2662100.82,NA,NA
2300,FL,Fire,Fire Suppression,NA,NA,NA,NA,1175444.71,1175444.71,NA,NA
2299,FL,Fire,Fire Suppression,NA,NA,NA,NA,4262388.45,4262388.45,NA,NA
1330,SD,Severe Storm,Major Disaster,NA,NA,NA,NA,1779885.95,156784.46,1615308.59,232618
2298,FL,Fire,Fire Suppression,NA,NA,NA,NA,2054763.81,1996217.54,NA,NA
2297,NM,Fire,Fire Suppression,NA,NA,NA,NA,650087.95,650087.95,NA,NA
1329,NM,Fire,Major Disaster,NA,NA,NA,NA,5652343.85,1460174.48,4205941.58,1557307
1328,MO,Flood,Major Disaster,NA,NA,NA,NA,2551571.28,432319.67,2068700.53,888289
3154,NM,Fire,Emergency,NA,NA,NA,NA,4385737.74,4510900.8,NA,NA
2296,NM,Fire,Fire Suppression,NA,NA,NA,NA,867787.28,867787.28,NA,NA
1327,KS,Severe Storm,Major Disaster,NA,NA,NA,NA,619592.3,274870.5,335828.76,343409
1326,ME,Severe Storm,Major Disaster,NA,NA,NA,NA,2191132.01,26462.73,2159308.27,333150
2295,NM,Fire,Fire Suppression,NA,NA,NA,NA,228394.61,228394.61,NA,NA
2294,FL,Fire,Fire Suppression,NA,NA,NA,NA,0,0,NA,NA
1325,DC,Severe Storm,Major Disaster,NA,NA,NA,NA,1354522.51,1343225.92,NA,98973
1324,MD,Severe Storm,Major Disaster,NA,NA,NA,NA,10907868.92,10902315.84,-40533.34,1613748
1323,TX,Tornado,Major Disaster,NA,NA,NA,NA,3773011.29,2434987.46,1282012.04,556864
2293,HI,Fire,Fire Suppression,NA,NA,NA,NA,80472.1,82584.27,NA,NA
1322,AL,Severe Storm,Major Disaster,NA,NA,NA,NA,NA,NA,NA,305250
2292,MO,Fire,Fire Suppression,NA,NA,NA,NA,132351.32,132351.32,NA,NA
1321,OH,Severe Storm,Major Disaster,NA,NA,NA,NA,NA,NA,NA,316618
2311,WA,Fire,Fire Suppression,NA,NA,NA,NA,NA,NA,NA,NA
1320,KY,Severe Storm,Major Disaster,NA,NA,NA,NA,2820111.53,245508.68,2514961.75,420140
1319,WV,Flood,Major Disaster,NA,NA,NA,NA,5134082.94,329668.71,4780114.36,1289906
1318,VA,Severe Storm,Major Disaster,NA,NA,NA,NA,13588960.08,13193223.02,451699.92,1454376
1317,AL,Severe Storm,Major Disaster,NA,NA,NA,NA,3394920.15,1502165.83,1892754.32,438084
1316,AK,Severe Storm,Major Disaster,NA,NA,NA,NA,10798817.35,6382892.52,4291133.67,1583458
1314,LA,Snowstorm,Major Disaster,NA,NA,NA,NA,2605294.29,1170005.58,1430613.75,405517
1315,GA,Severe Storm,Major Disaster,NA,NA,NA,NA,2043473.79,1256195.35,847752.31,662973
1313,SC,Severe Storm,Major Disaster,NA,NA,NA,NA,8726361.63,3164581.04,5580429.08,1311471
1312,NC,Severe Storm,Major Disaster,NA,NA,NA,NA,27368107.85,20690288.33,6631775.1,3453353
1311,GA,Severe Storm,Major Disaster,NA,NA,NA,NA,36909135.59,26066940.79,10849669.36,5289650
2356,NV,Fire,Fire Suppression,NA,NA,NA,NA,11549.67,11549.67,NA,NA
1310,KY,Tornado,Major Disaster,NA,NA,NA,NA,4680340.29,1386231.25,3245139.39,250405
2291,TX,Fire,Fire Suppression,NA,NA,NA,NA,NA,NA,NA,NA
2290,TX,Fire,Fire Suppression,NA,NA,NA,NA,NA,NA,NA,NA
2289,TX,Fire,Fire Suppression,NA,NA,NA,NA,NA,NA,NA,NA
1309,VI,Hurricane,Major Disaster,NA,NA,NA,NA,4844695.58,1257343.05,1891051.87,1847365
2287,TX,Fire,Fire Suppression,NA,NA,NA,NA,55893.18,55893.18,NA,NA
2288,KY,Fire,Fire Suppression,NA,NA,NA,NA,926850.15,925935.25,NA,NA
1308,ME,Hurricane,Major Disaster,NA,NA,NA,NA,920741.26,21376.49,880889.25,136145
3152,VI,Hurricane,Emergency,NA,NA,NA,NA,NA,NA,NA,NA
3151,PR,Hurricane,Emergency,NA,NA,NA,NA,NA,NA,NA,NA
1307,VT,Severe Storm,Major Disaster,NA,NA,NA,NA,1010652.61,397663.92,612988.69,111961
2286,TX,Fire,Fire Suppression,NA,NA,NA,NA,25820.76,25820.76,NA,NA
1306,FL,Hurricane,Major Disaster,NA,NA,NA,NA,106261560.3,32644798.12,72246572.61,21423043
1305,NH,Hurricane,Major Disaster,NA,NA,NA,NA,594693.82,73108.21,521585.61,11345
1304,AZ,Severe Storm,Major Disaster,NA,NA,NA,NA,NA,NA,NA,10446
3150,FL,Hurricane,Emergency,NA,NA,NA,NA,547528.1,547528.1,NA,NA
1303,MD,Hurricane,Major Disaster,NA,NA,NA,NA,5462529.93,1195275.68,4267254.25,1061424
2283,AL,Fire,Fire Suppression,NA,NA,NA,NA,NA,NA,NA,NA
1302,CT,Hurricane,Major Disaster,NA,NA,NA,NA,1875868.51,590763.4,1224126.36,107462
1301,NM,Severe Storm,Major Disaster,NA,NA,NA,NA,1968329.67,18254.17,1953360.86,7803
1300,FL,Hurricane,Major Disaster,NA,NA,NA,NA,34309695.49,16704381.41,17070710.07,3599288
1298,PA,Flood,Major Disaster,NA,NA,NA,NA,NA,NA,NA,195648
1299,SC,Hurricane,Major Disaster,NA,NA,NA,NA,20544924.45,13046343.17,7178637.83,6074584
1297,DE,Hurricane,Major Disaster,NA,NA,NA,NA,3374929.57,413506.66,2970485.64,831368
1296,NY,Hurricane,Major Disaster,NA,NA,NA,NA,41182922.07,10759369.68,29436671.56,4413443
2282,TX,Fire,Fire Suppression,NA,NA,NA,NA,338108.89,338108.89,NA,NA
1294,PA,Hurricane,Major Disaster,NA,NA,NA,NA,10347269.34,4079425.04,5840828.95,4277685
2281,AL,Fire,Fire Suppression,NA,NA,NA,NA,NA,NA,NA,NA
2280,AL,Fire,Fire Suppression,NA,NA,NA,NA,NA,NA,NA,NA
2279,AL,Fire,Fire Suppression,NA,NA,NA,NA,NA,NA,NA,NA
2278,AL,Fire,Fire Suppression,NA,NA,NA,NA,NA,NA,NA,NA
2277,AL,Fire,Fire Suppression,NA,NA,NA,NA,NA,NA,NA,NA
2276,AL,Fire,Fire Suppression,NA,NA,NA,NA,NA,NA,NA,NA
1295,NJ,Hurricane,Major Disaster,NA,NA,NA,NA,38703382.74,17818465.28,20285139.28,9436261
3149,NY,Hurricane,Emergency,NA,NA,NA,NA,NA,NA,NA,NA
1293,VA,Hurricane,Major Disaster,NA,NA,NA,NA,19890308.77,8206956.08,11605641.68,4034816
3148,NJ,Hurricane,Emergency,NA,NA,NA,NA,2032513.93,1820266.98,211883.35,NA
2275,TX,Fire,Fire Suppression,NA,NA,NA,NA,60072.88,60072.88,NA,NA
3147,VA,Hurricane,Emergency,NA,NA,NA,NA,NA,NA,NA,NA
1292,NC,Hurricane,Major Disaster,NA,NA,NA,NA,298105794.1,143602692.9,150485207.4,67665966
3146,NC,Hurricane,Emergency,NA,NA,NA,NA,NA,NA,NA,NA
3145,SC,Hurricane,Emergency,NA,NA,NA,NA,NA,NA,NA,NA
3144,GA,Hurricane,Emergency,NA,NA,NA,NA,3640300.38,3605459.48,42297.69,NA
3143,FL,Hurricane,Emergency,NA,NA,NA,NA,3630431.12,3683064.34,0,NA
1291,NC,Hurricane,Major Disaster,NA,NA,NA,NA,NA,NA,NA,381636
1290,VA,Hurricane,Major Disaster,NA,NA,NA,NA,NA,NA,NA,200782
3142,TX,Fire,Emergency,NA,NA,NA,NA,6218085.26,6218085.26,NA,NA
3140,CA,Fire,Emergency,NA,NA,NA,NA,51218204.06,50716251.84,12517.79,NA
3141,NC,Hurricane,Emergency,NA,NA,NA,NA,3479570.5,3479570.51,-0.01,NA
1289,PA,Severe Storm,Major Disaster,NA,NA,NA,NA,785818.09,84066.71,685083.81,305977
2274,TX,Fire,Fire Suppression,NA,NA,NA,NA,27252.68,27252.68,NA,NA
2273,TX,Fire,Fire Suppression,NA,NA,NA,NA,NA,NA,NA,NA
2285,TX,Fire,Fire Suppression,NA,NA,NA,NA,NA,NA,NA,NA
